iter	Passed	Remaining
133	9562	61801
134	9612	61593
135	9697	61607
136	9765	61515
137	9843	61486
138	9905	61358
139	9972	61262
140	10048	61217
141	10104	61054
142	10159	60883
143	10220	60755
144	10274	60583
145	10337	60464
146	10391	60300
147	10469	60271
148	10545	60231
149	10612	60139
150	10686	60086
151	10744	59943
152	10797	59772
153	10857	59647
154	10935	59617
155	10991	59468
156	11056	59368
157	11126	59294
158	11172	59093
159	11242	59024
160	11298	58879
161	11360	58767
162	11417	58628
163	11473	58486
164	11520	58300
165	11580	58180
166	11643	58078
167	11716	58024
168	11795	58001
169	11856	57889
170	11912	57749
171	11989	57717
172	12047	57591
173	12118	57528
174	12197	57504
175	12265	57424
176	12342	57391
177	12417	57341
178	12475	57221
179	12542	57140
180	12604	57035
181	12664	56920
182	12713	56758
183	12784	56696
184	12846	56595
185	12913	56512
186	12990	56477
187	13061	56414
188	13114	56274
189	13188	56225
190	13254	56139
191	13315	56035
192	13363	55878
193	13414	55734
194	13471	55614
195	13523	55474
196	13584	55373
197	13661	55337
198	13720	55228
199	13793	55172
200	13867	55123
201	13940	55072
202	14011	55009
203	14090	54980
204	14170	54954
205	14220	54810
206	14279	54703
207	14348	54634
208	14419	54571
209	14478	54467
210	14541	54375
211	14616	54328
212	14686	54264
213	14767	54238
214	14821	54116
215	14881	54012
216	14944	53922
217	15002	53815
218	15068	53737
219	15135	53660
220	15215	53632
221	15282	53557
222	15345	53468
223	15405	53367
224	15464	53266
225	15540	53221
226	15616	53176
227	15682	53101
228	15737	52985
229	15807	52919
230	15880	52865
231	15957	52825
232	16038	52796
233	16105	52720
234	16163	52618
235	16238	52568
236	16290	52446
237	16373	52423
238	16455	52395
239	16508	52276
240	16585	52234
241	16647	52144
242	16713	52066
243	16783	52002
244	16858	51952
245	16930	51893
246	16987	51787
247	17060	51732
248	17130	51666
249	17173	51520
250	17236	51435
251	17297	51342
252	17372	51293
253	17445	51238
254	17514	51169
255	17571	51067
256	17639	50996
257	17711	50936
258	17775	50855
259	17835	50762
260	17911	50714
261	17968	50614
262	18022	50504
263	18084	50417
264	18157	50362
265	18231	50307
266	18297	50231
267	18370	50175
268	18429	50082
269	18492	49997
270	18568	49948
271	18636	49879
272	18696	49788
273	18762	49712
274	18834	49653
275	18909	49602
276	18979	49539
277	19040	49450
278	19107	49378
279	19171	49298
280	19239	49227
281	19311	49169
282	19373	49083
283	19444	49022
284	19504	48931
285	19577	48874
286	19643	48800
287	19719	48750
288	19779	48662
289	19856	48614
290	19922	48538
291	19993	48476
292	20061	48408
293	20125	48328
294	20186	48242
295	20255	48176
296	20319	48095
297	20394	48042
298	20465	47981
299	20540	47926
300	20619	47883
301	20682	47802
302	20743	47716
303	20814	47653
304	20877	47572
305	20954	47524
306	21027	47466
307	21094	47393
308	21155	47308
309	21221	47234
310	21302	47193
311	21358	47098
312	21435	47049
313	21514	47003
314	21597	46966
315	21677	46921
316	21737	46834
317	21803	46761
318	21876	46702
319	21934	46609
320	21997	46530
321	22065	46461
322	22140	46405
323	22206	46331
324	22281	46277
325	22356	46221
326	22435	46175
327	22496	46089
328	22566	46025
329	22638	45963
330	22706	45893
331	22776	45827
332	22839	45748
333	22907	45678
334	22982	45622
335	23057	45566
336	23136	45517
337	23207	45454
338	23279	45390
339	23353	45333
340	23429	45279
341	23499	45212
342	23572	45152
343	23651	45102
344	23721	45036
345	23792	44971
346	23854	44890
347	23915	44807
348	23985	44739
349	24047	44658
350	24109	44577
351	24176	44506
352	24240	44430
353	24306	44355
354	24376	44290
355	24443	44218
356	24522	44167
357	24588	44095
358	24669	44047
359	24730	43965
360	24813	43921
361	24887	43863
362	24952	43787
363	25026	43728
364	25098	43664
365	25171	43602
366	25233	43522
367	25284	43422
368	25363	43371
369	25433	43305
370	25485	43207
371	25548	43130
372	25623	43072
373	25689	42999
374	25749	42915
375	25815	42842
376	25879	42766
377	25933	42674
378	26006	42612
379	26060	42518
380	26131	42454
381	26201	42388
382	26254	42294
383	26323	42226
384	26405	42180
385	26473	42110
386	26549	42054
387	26620	41989
388	26701	41939
389	26772	41875
390	26836	41799
391	26912	41741
392	26983	41676
393	27049	41604
394	27117	41534
395	27184	41463
396	27264	41411
397	27340	41353
398	27419	41300
399	27478	41217
400	27547	41150
401	27607	41067
402	27674	40996
403	27742	40927
404	27826	40881
405	27902	40823
406	27970	40752
407	28031	40672
408	28090	40589
409	28154	40514
410	28232	40459
411	28309	40402
412	28369	40321
413	28442	40258
414	28514	40195
415	28585	40129
416	28651	40057
417	28714	39980
418	28776	39901
419	28835	39821
420	28919	39772
421	28979	39692
422	29047	39623
423	29127	39568
424	29187	39488
425	29268	39436
426	29338	39369
427	29391	39279
428	29450	39199
429	29558	39182
430	29708	39221
431	29776	39150
432	29850	39088
433	29909	39006
434	29976	38935
435	30040	38859
436	30105	38785
437	30173	38715
438	30235	38638
439	30290	38551
440	30356	38479
441	30419	38402
442	30478	38322
443	30547	38253
444	30622	38191
445	30689	38120
446	30748	38039
447	30815	37969
448	30888	37905
449	30960	37840
450	31020	37760
451	31100	37706
452	31160	37626
453	31232	37561
454	31283	37471
455	31349	37399
456	31403	37312
457	31480	37254
458	31546	37181
459	31607	37104
460	31680	37041
461	31740	36961
462	31806	36889
463	31888	36837
464	31968	36780
465	32034	36709
466	32101	36638
467	32179	36580
468	32241	36503
469	32317	36443
470	32379	36366
471	32430	36278
472	32498	36208
473	32571	36144
474	32636	36072
475	32703	36001
476	32788	35950
477	32865	35890
478	32935	35823
479	33019	35771
480	33096	35711
481	33170	35648
482	33251	35592
483	33327	35530
484	33425	35492
485	33508	35438
486	33580	35373
487	33655	35310
488	33714	35231
489	33772	35150
490	33826	35066
491	33899	35001
492	33967	34931
493	34019	34845
494	34096	34785
495	34170	34721
496	34249	34663
497	34314	34589
498	34376	34514
499	34451	34451
500	34515	34377
501	34575	34300
502	34643	34229
503	34697	34146
504	34754	34066
505	34822	33996
506	34892	33928
507	34952	33851
508	35020	33781
509	35097	33720
510	35159	33645
511	35234	33583
512	35288	33500
513	35340	33415
514	35384	33322
515	35453	33254
516	35516	33180
517	35594	33121
518	35645	33036
519	35715	32967
520	35778	32893
521	35846	32824
522	35917	32758
523	35994	32697
524	36069	32634
525	36133	32560
526	36202	32493
527	36304	32454
528	36389	32400
529	36454	32327
530	36517	32253
531	36587	32185
532	36632	32096
533	36703	32029
534	36768	31957
535	36830	31883
536	36902	31817
537	36962	31740
538	37020	31663
539	37082	31588
540	37159	31527
541	37213	31445
542	37284	31379
543	37343	31302
544	37414	31236
545	37478	31163
546	37544	31093
547	37614	31025
548	37698	30969
549	37772	30904
550	37831	30828
551	37892	30752
552	37954	30679
553	38035	30620
554	38096	30545
555	38182	30490
556	38235	30409
557	38294	30333
558	38357	30260
559	38435	30199
560	38504	30131
561	38585	30072
562	38641	29993
563	38714	29928
564	38783	29859
565	38853	29792
566	38977	29766
567	39067	29713
568	39149	29654
569	39225	29591
570	39308	29533
571	39385	29470
572	39463	29408
573	39541	29346
574	39600	29269
575	39678	29208
576	39737	29131
577	39804	29061
578	39881	28998
579	39933	28917
580	39996	28844
581	40062	28773
582	40134	28706
583	40208	28641
584	40279	28574
585	40345	28503
586	40403	28426
587	40463	28351
588	40527	28279
589	40591	28207
590	40659	28138
591	40719	28063
592	40787	27994
593	40849	27920
594	40917	27851
595	40991	27786
596	41059	27716
597	41128	27648
598	41205	27585
599	41272	27515
600	41335	27442
601	41413	27379
602	41471	27303
603	41517	27220
604	41591	27154
605	41648	27078
606	41725	27014
607	41794	26946
608	41858	26874
609	41924	26804
610	42002	26741
611	42072	26673
612	42149	26609
613	42204	26532
614	42277	26466
615	42360	26406
616	42435	26341
617	42504	26272
618	42583	26210
619	42660	26146
620	42719	26072
621	42768	25991
622	42828	25917
623	42938	25873
624	43028	25817
625	43118	25761
626	43185	25691
627	43241	25614
628	43323	25553
629	43407	25493
630	43468	25419
631	43548	25357
632	43605	25281
633	43677	25214
634	43740	25142
635	43823	25081
636	43893	25013
637	43958	24941
638	44035	24877
639	44096	24804
640	44156	24730
641	44216	24656
642	44279	24584
643	44344	24513
644	44425	24451
645	44490	24380
646	44572	24318
647	44651	24254
648	44730	24191
649	44799	24122
650	44883	24061
651	44965	24000
652	45033	23930
653	45109	23865
654	45189	23802
655	45265	23736
656	45318	23659
657	45386	23589
658	45459	23522
659	45558	23469
660	45652	23413
661	45734	23350
662	45804	23282
663	45880	23216
664	45951	23148
665	46020	23079
666	46090	23010
667	46164	22944
668	46232	22874
669	46296	22802
670	46366	22733
671	46443	22668
672	46567	22626
673	46658	22567
674	46741	22505
675	46823	22441
676	46884	22368
677	46962	22303
678	47023	22230
679	47074	22152
680	47147	22085
681	47222	22018
682	47290	21948
683	47352	21876
684	47412	21802
685	47470	21728
686	47523	21651
687	47602	21587
688	47669	21516
689	47736	21446
690	47810	21379
691	47877	21309
692	47951	21242
693	48025	21175
694	48090	21104
695	48164	21037
696	48225	20964
697	48302	20898
698	48383	20834
699	48448	20763
700	48515	20693
701	48573	20619
702	48652	20554
703	48719	20484
704	48795	20418
705	48858	20346
706	48923	20275
707	48994	20206
708	49043	20129
709	49115	20061
710	49192	19995
711	49269	19929
712	49335	19858
713	49394	19785
714	49476	19721
715	49553	19655
716	49628	19588
717	49695	19518
718	49771	19451
719	49830	19378
720	49897	19308
721	49954	19234
722	50030	19168
723	50088	19094
724	50145	19020
725	50229	18957
726	50304	18890
727	50360	18815
728	50434	18748
729	50496	18676
730	50571	18609
731	50630	18536
732	50703	18469
733	50783	18403
734	50857	18336
735	50934	18270
736	51009	18202
737	51081	18134
738	51155	18067
739	51235	18001
740	51305	17932
741	51376	17864
742	51439	17792
743	51498	17719
744	51568	17650
745	51622	17576
746	51695	17508
747	51759	17437
748	51830	17369
749	51906	17302
750	51957	17226
751	52033	17160
752	52107	17092
753	52188	17027
754	52267	16961
755	52326	16888
756	52389	16817
757	52462	16749
758	52518	16675
759	52590	16607
760	52667	16540
761	52747	16474
762	52826	16408
763	52903	16341
764	52992	16278
765	53052	16206
766	53124	16138
767	53197	16070
768	53273	16002
769	53344	15934
770	53420	15866
771	53540	15812
772	53643	15752
773	53722	15686
774	53801	15619
775	53874	15551
776	53926	15476
777	53982	15403
778	54040	15331
779	54114	15263
780	54191	15195
781	54252	15124
782	54330	15057
783	54391	14985
784	54451	14913
785	54526	14845
786	54585	14773
787	54666	14707
788	54749	14641
789	54815	14571
790	54890	14503
791	54968	14436
792	55042	14368
793	55110	14298
794	55180	14228
795	55232	14154
796	55307	14087
797	55366	14015
798	55446	13948
799	55519	13879
800	55595	13812
801	55671	13744
802	55746	13676
803	55824	13608
804	55899	13540
805	55970	13471
806	56031	13400
807	56084	13326
808	56149	13256
809	56210	13185
810	56271	13113
811	56347	13045
812	56424	12978
813	56493	12908
814	56541	12834
815	56614	12765
816	56694	12698
817	56769	12630
818	56851	12564
819	56919	12494
820	56984	12424
821	57044	12352
822	57121	12284
823	57180	12213
824	57260	12146
825	57338	12078
826	57392	12005
827	57497	11944
828	57579	11877
829	57653	11808
830	57739	11742
831	57813	11673
832	57886	11605
833	57945	11533
834	58005	11462
835	58079	11393
836	58144	11323
837	58223	11255
838	58296	11186
839	58370	11118
840	58441	11049
841	58522	10981
842	58597	10913
843	58669	10844
844	58738	10774
845	58816	10706
846	58871	10634
847	58939	10564
848	59020	10497
849	59096	10428
850	59171	10360
851	59244	10291
852	59319	10222
853	59395	10154
854	59470	10085
855	59554	10018
856	59625	9949
857	59703	9881
858	59771	9811
859	59839	9741
860	59915	9672
861	59976	9601
862	60050	9532
863	60150	9468
864	60249	9403
865	60322	9333
866	60403	9265
867	60477	9197
868	60554	9128
869	60611	9056
870	60678	8986
871	60749	8917
872	60817	8847
873	60898	8779
874	60974	8710
875	61037	8639
876	61117	8571
877	61187	8502
878	61264	8433
879	61337	8364
880	61404	8294
881	61461	8222
882	61529	8152
883	61607	8084
884	61684	8015
885	61759	7946
886	61822	7875
887	61888	7805
888	61970	7737
889	62021	7665
890	62090	7595
891	62149	7524
892	62224	7455
893	62301	7386
894	62369	7317
895	62452	7248
896	62528	7179
897	62603	7110
898	62669	7040
899	62737	6970
900	62812	6901
901	62886	6832
902	62958	6762
903	63018	6692
904	63088	6622
905	63157	6552
906	63223	6482
907	63299	6413
908	63369	6343
909	63449	6275
910	63523	6205
911	63594	6136
912	63655	6065
913	63726	5996
914	63794	5926
915	63869	5856
916	63940	5787
917	64019	5718
918	64092	5649
919	64164	5579
920	64236	5509
921	64316	5441
922	64394	5372
923	64470	5302
924	64552	5234
925	64609	5163
926	64680	5093
927	64746	5023
928	64801	4952
929	64872	4882
930	64947	4813
931	65023	4744
932	65096	4674
933	65157	4604
934	65234	4535
935	65312	4465
936	65384	4396
937	65448	4326
938	65525	4256
939	65583	4186
940	65639	4115
941	65717	4046
942	65775	3975
943	65853	3906
944	65932	3837
945	66010	3768
946	66070	3697
947	66145	3628
948	66222	3558
949	66298	3489
950	66376	3420
951	66454	3350
952	66519	3280
953	66574	3210
954	66641	3140
955	66714	3070
956	66785	3000
957	66847	2930
958	66919	2861
959	66977	2790
960	67041	2720
961	67114	2651
962	67192	2581
963	67258	2511
964	67330	2442
965	67403	2372
966	67465	2302
967	67529	2232
968	67601	2162
969	67676	2093
970	67743	2023
971	67803	1953
972	67875	1883
973	67942	1813
974	68018	1744
975	68080	1674
976	68152	1604
977	68223	1534
978	68296	1464
979	68359	1395
980	68421	1325
981	68496	1255
982	68576	1185
983	68650	1116
984	68721	1046
985	68796	976
986	68866	907
987	68946	837
988	69006	767
989	69079	697
990	69156	628
991	69215	558
992	69284	488
993	69348	418
994	69418	348
995	69479	279
996	69551	209
997	69618	139
998	69701	69
999	69768	0
