iter	RMSE
350	8.817306929
351	8.817186973
352	8.817014272
353	8.816888965
354	8.816748283
355	8.816617855
356	8.816480599
357	8.816351145
358	8.81615348
359	8.81597075
360	8.815841059
361	8.815693374
362	8.815528754
363	8.815382949
364	8.815260105
365	8.815017606
366	8.814876662
367	8.814760936
368	8.814665977
369	8.81454975
370	8.81442514
371	8.814340213
372	8.814222462
373	8.8141015
374	8.813984049
375	8.813883113
376	8.813708436
377	8.813575484
378	8.813359562
379	8.813209775
380	8.813046348
381	8.812882834
382	8.812722644
383	8.812537357
384	8.81241993
385	8.812311588
386	8.812164102
387	8.812017781
388	8.811898506
389	8.811791911
390	8.811620706
391	8.811459072
392	8.811346719
393	8.811259157
394	8.811120074
395	8.810913345
396	8.810754223
397	8.810577048
398	8.810458936
399	8.810331402
400	8.810213706
401	8.810043355
402	8.809940027
403	8.809772267
404	8.809660745
405	8.809503207
406	8.809396666
407	8.809239035
408	8.809078595
409	8.808973184
410	8.808797855
411	8.808681045
412	8.808573764
413	8.808395541
414	8.808273783
415	8.808178624
416	8.807987371
417	8.807911804
418	8.807720976
419	8.807597899
420	8.807465961
421	8.807275812
422	8.807107106
423	8.807020715
424	8.806907557
425	8.806728055
426	8.806597722
427	8.806489197
428	8.806349404
429	8.806221089
430	8.806120192
431	8.806014644
432	8.805901224
433	8.805760483
434	8.805584426
435	8.805516045
436	8.805392011
437	8.805214147
438	8.805101539
439	8.80498491
440	8.804890172
441	8.804796545
442	8.804665094
443	8.804526868
444	8.804395256
445	8.804231443
446	8.804085025
447	8.803909122
448	8.803728384
449	8.80361136
450	8.803495671
451	8.803343794
452	8.803247801
453	8.803139968
454	8.803053262
455	8.802891626
456	8.802748767
457	8.802599214
458	8.802449365
459	8.802334645
460	8.802199494
461	8.802113857
462	8.801973389
463	8.801818365
464	8.801733192
465	8.801579567
466	8.801474178
467	8.801313832
468	8.801210609
469	8.801101288
470	8.800989962
471	8.800808561
472	8.800720422
473	8.800608901
474	8.800528032
475	8.800381989
476	8.800278473
477	8.800188096
478	8.800088958
479	8.799974932
480	8.799879661
481	8.799786224
482	8.79964063
483	8.79949509
484	8.799344354
485	8.799191974
486	8.799029042
487	8.798869522
488	8.798771445
489	8.798678444
490	8.798594548
491	8.798498549
492	8.798390278
493	8.798314616
494	8.79813403
495	8.798002813
496	8.797926453
497	8.797779607
498	8.797668134
499	8.797560361
500	8.797424013
501	8.7973337
502	8.797242294
503	8.797105029
504	8.7969801
505	8.796885889
506	8.796805154
507	8.796711952
508	8.796597122
509	8.796453135
510	8.796362769
511	8.796236072
512	8.79609633
513	8.79593678
514	8.795849441
515	8.795735549
516	8.795635692
517	8.795503197
518	8.79536746
519	8.795238464
520	8.795159031
521	8.795046577
522	8.794907874
523	8.79480959
524	8.794692061
525	8.794627979
526	8.79454761
527	8.794484078
528	8.794331439
529	8.794185527
530	8.794097702
531	8.793980947
532	8.793859952
533	8.793739042
534	8.793652296
535	8.793590699
536	8.793494892
537	8.793410922
538	8.793325324
539	8.793215338
540	8.79313242
541	8.792998138
542	8.792895712
543	8.792751984
544	8.792675543
545	8.792597438
546	8.792525644
547	8.792371655
548	8.792264529
549	8.792133231
550	8.792002566
551	8.791922528
552	8.79179624
553	8.791733667
554	8.791651851
555	8.791560128
556	8.791480693
557	8.791386059
558	8.79132096
559	8.791167637
560	8.791083483
561	8.790915138
562	8.790833878
563	8.790709092
564	8.790620897
565	8.790551543
566	8.790404533
567	8.790292686
568	8.79017627
569	8.790064502
570	8.789949212
571	8.789816637
572	8.78970734
573	8.789627667
574	8.789523276
575	8.789389767
576	8.789313276
577	8.789234998
578	8.789116782
579	8.789031615
580	8.788906703
581	8.78879289
582	8.788635552
583	8.788509714
584	8.788406954
585	8.788320879
586	8.788238435
587	8.788112313
588	8.788050007
589	8.787934174
590	8.787844802
591	8.787774308
592	8.787670361
593	8.787550637
594	8.787463978
595	8.787265557
596	8.78720815
597	8.787112481
598	8.786970779
599	8.786877577
600	8.786759765
601	8.786664056
602	8.786594457
603	8.786485837
604	8.786400503
605	8.786321965
606	8.786196877
607	8.786093965
608	8.785978152
609	8.785858021
610	8.785726109
611	8.785643566
612	8.785518909
613	8.785427926
614	8.785305032
615	8.785187433
616	8.785082818
617	8.784997452
618	8.784887309
619	8.784749844
620	8.78468632
621	8.784609517
622	8.784504184
623	8.784416998
624	8.78433628
625	8.784246325
626	8.784140874
627	8.784060832
628	8.783969919
629	8.783879118
630	8.783811208
631	8.783691731
632	8.783599315
633	8.783484391
634	8.783368856
635	8.783286535
636	8.783172191
637	8.783106608
638	8.782966733
639	8.782842065
640	8.782731905
641	8.782632764
642	8.782542431
643	8.782442381
644	8.782307074
645	8.782219677
646	8.782099231
647	8.782011455
648	8.781911361
649	8.781802545
650	8.781653414
651	8.781533861
652	8.781412633
653	8.781338869
654	8.78124294
655	8.781140198
656	8.781042232
657	8.780963165
658	8.78085571
659	8.780792489
660	8.780722295
661	8.780647793
662	8.780561851
663	8.780475786
664	8.780380824
665	8.780295056
666	8.780208919
667	8.780131658
668	8.780059389
669	8.77998053
670	8.779865588
671	8.77973143
672	8.779616354
673	8.779497282
674	8.779391625
675	8.779301538
676	8.779230527
677	8.779092377
678	8.779014318
679	8.778929016
680	8.778819757
681	8.778733458
682	8.778637717
683	8.778572013
684	8.778442829
685	8.778372577
686	8.778292825
687	8.778178595
688	8.778113106
689	8.778042312
690	8.77789758
691	8.777782815
692	8.777667771
693	8.777557985
694	8.777452056
695	8.777382346
696	8.777279011
697	8.777129708
698	8.777038604
699	8.776966763
700	8.776895809
701	8.776809853
702	8.77668889
703	8.776636474
704	8.776560228
705	8.776472872
706	8.776371384
707	8.776315112
708	8.776240815
709	8.776144421
710	8.776054792
711	8.77593782
712	8.77586587
713	8.77578628
714	8.775707748
715	8.775612402
716	8.775528958
717	8.775460992
718	8.775359229
719	8.775281171
720	8.775179105
721	8.775106725
722	8.775024999
723	8.774952003
724	8.774855975
725	8.774698688
726	8.77459335
727	8.774515238
728	8.77442154
729	8.774324929
730	8.77423092
731	8.774171684
732	8.774018242
733	8.773929579
734	8.773842103
735	8.773721014
736	8.773619589
737	8.773519809
738	8.773416297
739	8.773311345
740	8.773220613
741	8.773116099
742	8.773016038
743	8.772949061
744	8.772854339
745	8.772797022
746	8.77269395
747	8.772618524
748	8.772483491
749	8.772401455
750	8.772331782
751	8.77228427
752	8.772206091
753	8.772102982
754	8.771999491
755	8.771939098
756	8.771834475
757	8.771691762
758	8.77160559
759	8.771538661
760	8.771471637
761	8.771380817
762	8.771273025
763	8.771153548
764	8.77107161
765	8.771009695
766	8.770941578
767	8.77084763
768	8.770723849
769	8.770665804
770	8.770561467
771	8.770470209
772	8.770394095
773	8.770329937
774	8.770258491
775	8.77018398
776	8.770099265
777	8.770023282
778	8.769956643
779	8.769877206
780	8.769779401
781	8.769684082
782	8.769586318
783	8.769518687
784	8.769461834
785	8.769369745
786	8.769296375
787	8.769223046
788	8.769145812
789	8.769041465
790	8.768962527
791	8.768891334
792	8.768778855
793	8.768718837
794	8.768638671
795	8.768536013
796	8.768454654
797	8.768389201
798	8.768294542
799	8.76822262
800	8.768155687
801	8.768033857
802	8.767927366
803	8.767797829
804	8.767715093
805	8.767650399
806	8.76758604
807	8.76752374
808	8.767468798
809	8.767404224
810	8.767320394
811	8.767251612
812	8.767159278
813	8.767081963
814	8.766998447
815	8.766892649
816	8.76678217
817	8.766711015
818	8.766629712
819	8.766530427
820	8.766461258
821	8.766391791
822	8.766282959
823	8.766226309
824	8.766115327
825	8.766000041
826	8.765937924
827	8.765886735
828	8.765817166
829	8.765733828
830	8.765613082
831	8.765512438
832	8.765404899
833	8.765346822
834	8.765272516
835	8.765212089
836	8.765159616
837	8.765071605
838	8.764980355
839	8.764858573
840	8.764796876
841	8.764732686
842	8.764611757
843	8.764494097
844	8.76442418
845	8.764322451
846	8.764271288
847	8.764203692
848	8.764128695
849	8.763980133
850	8.763918864
851	8.763831501
852	8.763749529
853	8.763676948
854	8.763591702
855	8.763522432
856	8.763467593
857	8.7633532
858	8.763293375
859	8.763207555
860	8.763131642
861	8.763062407
862	8.762983642
863	8.762920268
864	8.762846243
865	8.762762028
866	8.762667532
867	8.76259072
868	8.762476282
869	8.762385664
870	8.762321733
871	8.762226435
872	8.76215008
873	8.762054325
874	8.761986648
875	8.761942561
876	8.761868415
877	8.761787947
878	8.761695699
879	8.761605283
880	8.761503132
881	8.761438097
882	8.761375996
883	8.761307798
884	8.761198092
885	8.76115274
886	8.761079547
887	8.760984818
888	8.760875234
889	8.760815925
890	8.760743301
891	8.760681523
892	8.760596343
893	8.760480889
894	8.760409618
895	8.76032021
896	8.760235322
897	8.760149579
898	8.760053026
899	8.759971503
900	8.759894106
901	8.759810717
902	8.759753498
903	8.759659088
904	8.759587675
905	8.759522923
906	8.759448072
907	8.759334384
908	8.759264956
909	8.75919526
910	8.759119594
911	8.75907205
912	8.758959786
913	8.75887152
914	8.758786038
915	8.75869846
916	8.758616948
917	8.758541382
918	8.758478395
919	8.758406591
920	8.758317914
921	8.758244928
922	8.758147209
923	8.758064626
924	8.757953846
925	8.757884011
926	8.75784218
927	8.757763886
928	8.757712953
929	8.757640273
930	8.757573568
931	8.757502782
932	8.757451153
933	8.757388403
934	8.757323679
935	8.757200291
936	8.757115968
937	8.757052063
938	8.756978724
939	8.756913431
940	8.756860134
941	8.756748795
942	8.756684892
943	8.756574935
944	8.756519073
945	8.756439235
946	8.756380024
947	8.756281122
948	8.756214413
949	8.756126438
950	8.756023669
951	8.755935194
952	8.755865021
953	8.755797538
954	8.755738107
955	8.755674371
956	8.755595346
957	8.755501468
958	8.755423746
959	8.755377698
960	8.755317306
961	8.755250664
962	8.755147455
963	8.755050332
964	8.754983372
965	8.754921691
966	8.754864546
967	8.754799535
968	8.754725801
969	8.75462772
970	8.754566482
971	8.754512915
972	8.754436811
973	8.754369256
974	8.754260236
975	8.754156483
976	8.754098195
977	8.754017299
978	8.753960608
979	8.753884127
980	8.753770604
981	8.753652163
982	8.753591489
983	8.753494666
984	8.753421053
985	8.753340979
986	8.753275289
987	8.753200392
988	8.753115636
989	8.753074583
990	8.753026388
991	8.752963238
992	8.752900147
993	8.75280372
994	8.75270372
995	8.752642473
996	8.75257757
997	8.752518404
998	8.752474402
999	8.752411241
